Group,Artifact,Version,GitHub Link
org.jetbrains.kotlinx,kotlinx-serialization-json-jvm,1.7.3,https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-bom,1.7.3 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.20 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-core,1.7.3 (*),https://github.com/dessalines/jerboa
io.ktor,ktor-client-logging,3.0.3,https://github.com/dessalines/jerboa
io.ktor,ktor-client-logging-jvm,3.0.3,https://github.com/dessalines/jerboa
org.slf4j,slf4j-api,2.0.16,https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-slf4j,1.9.0,https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-bom,1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.9.0 (*),https://github.com/dessalines/jerboa
io.ktor,ktor-client-core,3.0.3 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.21 -> 2.1.0 (*),https://github.com/dessalines/jerboa
dev.chrisbanes.compose,compose-bom,{strictly 2024.08.00-alpha02} -> 2024.08.00-alpha02 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-extended,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.activity,activity-ktx,{strictly 1.8.2} -> 1.8.2 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,{strictly 2.1.0} -> 2.1.0 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-compose,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-livedata,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.profileinstaller,profileinstaller,{strictly 1.3.1} -> 1.3.1 (c),https://github.com/dessalines/jerboa
androidx.activity,activity-compose,{strictly 1.8.2} -> 1.8.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-preview,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3,{strictly 1.3.0} -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-window-size-class,{strictly 1.3.0} -> 1.3.0 (c),https://github.com/dessalines/jerboa
com.github.dessalines,room-db-export-import,{strictly 0.1.0} -> 0.1.0 (c),https://github.com/dessalines/jerboa
androidx.room,room-runtime,{strictly 2.6.1} -> 2.6.1 (c),https://github.com/dessalines/jerboa
androidx.room,room-ktx,{strictly 2.6.1} -> 2.6.1 (c),https://github.com/dessalines/jerboa
androidx.appcompat,appcompat,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
me.zhanghai.compose.preference,library,{strictly 1.1.1} -> 1.1.1 (c),https://github.com/dessalines/jerboa
io.noties.markwon,core,{strictly 4.6.2} -> 4.6.2 (c),https://github.com/dessalines/jerboa
io.noties.markwon,ext-strikethrough,{strictly 4.6.2} -> 4.6.2 (c),https://github.com/dessalines/jerboa
io.noties.markwon,ext-tables,{strictly 4.6.2} -> 4.6.2 (c),https://github.com/dessalines/jerboa
io.noties.markwon,html,{strictly 4.6.2} -> 4.6.2 (c),https://github.com/dessalines/jerboa
io.noties.markwon,image-coil,{strictly 4.6.2} -> 4.6.2 (c),https://github.com/dessalines/jerboa
io.noties.markwon,linkify,{strictly 4.6.2} -> 4.6.2 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-compose,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-gif,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-svg,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-video,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable-image-coil,{strictly 0.14.0} -> 0.14.0 (c),https://github.com/dessalines/jerboa
me.saket.cascade,cascade-compose,{strictly 2.3.0} -> 2.3.0 (c),https://github.com/dessalines/jerboa
com.github.FunkyMuse,Crashy,{strictly 1.2.0} -> 1.2.0 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-core,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
org.ocpsoft.prettytime,prettytime,{strictly 5.0.9.Final} -> 5.0.9.Final (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-compose,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-json,{strictly 1.7.3} -> 1.7.3 (c),https://github.com/dessalines/jerboa
androidx.browser,browser,{strictly 1.8.0} -> 1.8.0 (c),https://github.com/dessalines/jerboa
it.vercruysse.lemmyapi,lemmy-api,{strictly 0.4.0-SNAPSHOT} -> 0.4.0-SNAPSHOT (c),https://github.com/dessalines/jerboa
io.ktor,ktor-client-logging,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
org.jetbrains,annotations,{strictly 23.0.0} -> 23.0.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk8,{strictly 1.9.10} -> 1.9.10 (c),https://github.com/dessalines/jerboa
androidx.activity,activity,{strictly 1.8.2} -> 1.8.2 (c),https://github.com/dessalines/jerboa
androidx.core,core-ktx,{strictly 1.13.1} -> 1.13.1 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-ktx,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-ktx,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.savedstate,savedstate-ktx,{strictly 1.2.1} -> 1.2.1 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-saveable,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.annotation,annotation,{strictly 1.8.2} -> 1.8.2 (c),https://github.com/dessalines/jerboa
androidx.appcompat,appcompat-resources,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.core,core,{strictly 1.13.1} -> 1.13.1 (c),https://github.com/dessalines/jerboa
androidx.cursoradapter,cursoradapter,{strictly 1.0.0} -> 1.0.0 (c),https://github.com/dessalines/jerboa
androidx.drawerlayout,drawerlayout,{strictly 1.0.0} -> 1.0.0 (c),https://github.com/dessalines/jerboa
androidx.fragment,fragment,{strictly 1.5.4} -> 1.5.4 (c),https://github.com/dessalines/jerboa
androidx.savedstate,savedstate,{strictly 1.2.1} -> 1.2.1 (c),https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark,{strictly 0.13.0} -> 0.13.0 (c),https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark-ext-gfm-strikethrough,{strictly 0.13.0} -> 0.13.0 (c),https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark-ext-gfm-tables,{strictly 0.13.0} -> 0.13.0 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-base,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-compose-android,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-compose-base,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil,{strictly 2.7.0} -> 2.7.0 (c),https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable-image,{strictly 0.14.0} -> 0.14.0 (c),https://github.com/dessalines/jerboa
app.cash.molecule,molecule-runtime,{strictly 1.4.3} -> 1.4.3 (c),https://github.com/dessalines/jerboa
androidx.startup,startup-runtime,{strictly 1.1.1} -> 1.1.1 (c),https://github.com/dessalines/jerboa
androidx.room,room-common,{strictly 2.6.1} -> 2.6.1 (c),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite,{strictly 2.4.0} -> 2.4.0 (c),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite-framework,{strictly 2.4.0} -> 2.4.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-android,{strictly 1.9.0} -> 1.9.0 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-core-jvm,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-android,{strictly 1.3.0} -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-window-size-class-android,{strictly 1.3.0} -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-preview-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-extended-android,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-compose,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-runtime-ktx,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.annotation,annotation-experimental,{strictly 1.4.1} -> 1.4.1 (c),https://github.com/dessalines/jerboa
com.google.guava,listenablefuture,{strictly 1.0} -> 1.0 (c),https://github.com/dessalines/jerboa
it.vercruysse.lemmyapi,lemmy-api-android,{strictly 0.4.0-SNAPSHOT} -> 0.4.0-SNAPSHOT (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-json-jvm,{strictly 1.7.3} -> 1.7.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-client-logging-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk7,{strictly 1.9.10} -> 1.9.10 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-savedstate,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-ktx-android,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-saveable-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-android,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.vectordrawable,vectordrawable,{strictly 1.1.0} -> 1.1.0 (c),https://github.com/dessalines/jerboa
androidx.vectordrawable,vectordrawable-animated,{strictly 1.1.0} -> 1.1.0 (c),https://github.com/dessalines/jerboa
androidx.annotation,annotation-jvm,{strictly 1.8.2} -> 1.8.2 (c),https://github.com/dessalines/jerboa
androidx.versionedparcelable,versionedparcelable,{strictly 1.1.1} -> 1.1.1 (c),https://github.com/dessalines/jerboa
androidx.customview,customview,{strictly 1.0.0} -> 1.0.0 (c),https://github.com/dessalines/jerboa
androidx.collection,collection,{strictly 1.4.4} -> 1.4.4 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata-core,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.loader,loader,{strictly 1.0.0} -> 1.0.0 (c),https://github.com/dessalines/jerboa
androidx.viewpager,viewpager,{strictly 1.0.0} -> 1.0.0 (c),https://github.com/dessalines/jerboa
com.squareup.okhttp3,okhttp,{strictly 4.12.0} -> 4.12.0 (c),https://github.com/dessalines/jerboa
com.squareup.okio,okio,{strictly 3.9.1} -> 3.9.1 (c),https://github.com/dessalines/jerboa
androidx.arch.core,core-runtime,{strictly 2.2.0} -> 2.2.0 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata-core-ktx,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,{strictly 1.9.0} -> 1.9.0 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-android,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable,{strictly 0.14.0} -> 0.14.0 (c),https://github.com/dessalines/jerboa
me.saket.telephoto,sub-sampling-image,{strictly 0.14.0} -> 0.14.0 (c),https://github.com/dessalines/jerboa
app.cash.molecule,molecule-runtime-android,{strictly 1.4.3} -> 1.4.3 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-bom,{strictly 1.9.0} -> 1.9.0 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-atomic,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-annotations,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-core,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-ripple,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-text,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-unit,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-geometry,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-graphics,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-util,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-common-ktx,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-runtime,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-compose-android,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-client-okhttp,{strictly 3.0.1} -> 3.0.1 (c),https://github.com/dessalines/jerboa
io.github.z4kn4fein,semver,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-bom,{strictly 1.7.3} -> 1.7.3 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-core,{strictly 1.7.3} -> 1.7.3 (c),https://github.com/dessalines/jerboa
org.slf4j,slf4j-api,{strictly 2.0.16} -> 2.0.16 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-slf4j,{strictly 1.9.0} -> 1.9.0 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-client-core,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
androidx.interpolator,interpolator,{strictly 1.0.0} -> 1.0.0 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-common,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
androidx.collection,collection-jvm,{strictly 1.4.4} -> 1.4.4 (c),https://github.com/dessalines/jerboa
com.squareup.okio,okio-jvm,{strictly 3.9.1} -> 3.9.1 (c),https://github.com/dessalines/jerboa
androidx.arch.core,core-common,{strictly 2.2.0} -> 2.2.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core-jvm,{strictly 1.9.0} -> 1.9.0 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable-android,{strictly 0.14.0} -> 0.14.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,{strictly 1.6.11} -> 1.6.11 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-atomic-jvm,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-annotations-jvm,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-core-android,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-ripple-android,{strictly 1.7.0} -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-text-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-unit-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-geometry-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-graphics-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-util-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-core,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-common,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-client-okhttp-jvm,{strictly 3.0.1} -> 3.0.1 (c),https://github.com/dessalines/jerboa
io.github.z4kn4fein,semver-jvm,{strictly 2.0.0} -> 2.0.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-serialization-core-jvm,{strictly 1.7.3} -> 1.7.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-client-core-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-common-jvm,{strictly 2.8.5} -> 2.8.5 (c),https://github.com/dessalines/jerboa
org.jetbrains.compose.foundation,foundation,{strictly 1.6.11} -> 1.6.11 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-core-android,{strictly 1.7.2} -> 1.7.2 (c),https://github.com/dessalines/jerboa
com.squareup.okhttp3,okhttp-sse,{strictly 4.12.0} -> 4.12.0 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-http,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-events,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-websocket-serialization,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-sse,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-http-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-events-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-websocket-serialization-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-sse-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-utils,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-serialization,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-utils-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-serialization-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-io,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-websockets,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-io-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
io.ktor,ktor-websockets-jvm,{strictly 3.0.3} -> 3.0.3 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-io-core,{strictly 0.5.4} -> 0.5.4 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-io-core-jvm,{strictly 0.5.4} -> 0.5.4 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-io-bytestring,{strictly 0.5.4} -> 0.5.4 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-io-bytestring-jvm,{strictly 0.5.4} -> 0.5.4 (c),https://github.com/dessalines/jerboa
dev.chrisbanes.compose,compose-bom,2024.08.00-alpha02,https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-extended,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3,1.3.0-rc01 -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-window-size-class,1.3.0-rc01 -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-livedata,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-preview,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-saveable,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-util,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-saveable-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-extended-android,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-android,1.3.0-rc01 -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-window-size-class-android,1.3.0-rc01 -> 1.3.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-geometry,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-graphics,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-text,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-unit,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-core,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-core,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-ripple,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-util-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-preview-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-geometry-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-graphics-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-text-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-unit-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-core-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-core-android,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-ripple-android,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-data,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-tooling-data-android,1.7.0-rc01 -> 1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-android,1.7.0-rc01 -> 1.7.0 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.21 -> 2.1.0,https://github.com/dessalines/jerboa
org.jetbrains,annotations,13.0 -> 23.0.0,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk7,1.8.0 -> 1.9.10 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk8,1.8.0 -> 1.9.10 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,2.1.0 (c),https://github.com/dessalines/jerboa
com.github.dessalines,room-db-export-import,0.1.0,https://github.com/dessalines/jerboa
androidx.annotation,annotation-jvm,1.8.2,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.7.10 -> 2.1.0 (*),https://github.com/dessalines/jerboa
net.lingala.zip4j,zip4j,2.11.5,https://github.com/dessalines/jerboa
androidx.room,room-runtime,2.6.1,https://github.com/dessalines/jerboa
androidx.annotation,annotation-experimental,1.1.0-rc01 -> 1.4.1,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.7.10 -> 2.1.0 (*),https://github.com/dessalines/jerboa
